Transaction_ID,Date,Year,Quarter,City,City_Tier,State,Category,Platform,Payment_Method,Revenue_USD,Revenue_INR,GST_Rate_Pct,Customer_Rating,Is_Returned,Device_Type,Internet_Type
IND-2000421,13-08-2022,2022,Q3,Jaipur,Tier-2,Rajasthan,Toys & Games,Amazon India,Cash on Delivery,62.08,5184,12,4.5,FALSE,Mobile,4G
IND-2000422,26-02-2015,2015,Q1,Chandigarh,Tier-2,Punjab,Fashion & Apparel,Flipkart,UPI,39.55,3302,18,4.3,FALSE,Desktop,4G
IND-2000423,02-03-2017,2017,Q1,Mumbai,Tier-1,Maharashtra,Toys & Games,Amazon India,UPI,68.02,5680,18,4.2,TRUE,Desktop,4G
IND-2000424,03-01-2020,2020,Q1,Kolkata,Tier-1,West Bengal,Toys & Games,BigBasket,Debit Card,59.39,4959,5,4.6,FALSE,Mobile,5G
IND-2000425,23-02-2018,2018,Q1,Pune,Tier-1,Maharashtra,Books & Media,Ajio,UPI,28.31,2364,28,4.3,FALSE,Mobile,5G
IND-2000426,19-01-2023,2023,Q1,Ahmedabad,Tier-2,Gujarat,Grocery & Food,Meesho,Credit Card,59.96,5007,18,4.9,FALSE,Mobile,4G
IND-2000427,21-12-2016,2016,Q4,Surat,Tier-2,Gujarat,Fashion & Apparel,Myntra,UPI,102.3,8542,18,4.1,FALSE,Desktop,5G
IND-2000428,11-01-2017,2017,Q1,Jaipur,Tier-2,Rajasthan,Books & Media,Flipkart,Credit Card,8.86,740,5,2.9,TRUE,Mobile,WiFi
IND-2000429,22-09-2023,2023,Q3,Surat,Tier-2,Gujarat,Books & Media,Nykaa,Net Banking,48.36,4038,12,4,FALSE,Mobile,3G
IND-2000430,02-03-2018,2018,Q1,Kolkata,Tier-1,West Bengal,Jewellery & Watches,Flipkart,Cash on Delivery,298.35,24912,18,3.5,FALSE,Mobile,5G
IND-2000431,19-08-2023,2023,Q3,Mumbai,Tier-1,Maharashtra,Electronics,Ajio,Wallet,264.48,22084,18,3.5,TRUE,Mobile,WiFi
IND-2000432,26-09-2019,2019,Q3,Lucknow,Tier-2,Uttar Pradesh,Books & Media,BigBasket,Credit Card,15.68,1309,18,3.4,FALSE,Mobile,Broadband
IND-2000433,09-12-2015,2015,Q4,Lucknow,Tier-2,Uttar Pradesh,Health & Beauty,Ajio,Credit Card,23.54,1966,12,4.9,TRUE,Desktop,4G
IND-2000434,19-06-2018,2018,Q2,Chandigarh,Tier-2,Punjab,Automotive,Snapdeal,Cash on Delivery,315.81,26370,28,3.8,FALSE,Tablet,5G
IND-2000435,28-06-2019,2019,Q2,Bengaluru,Tier-1,Karnataka,Toys & Games,Nykaa,UPI,37.73,3150,28,4.1,FALSE,Mobile,3G
IND-2000436,22-01-2017,2017,Q1,Chandigarh,Tier-2,Punjab,Toys & Games,Snapdeal,UPI,33.57,2803,28,4.4,FALSE,Mobile,WiFi
IND-2000437,17-08-2018,2018,Q3,Surat,Tier-2,Gujarat,Books & Media,Myntra,Cash on Delivery,37.97,3170,12,4.8,FALSE,Mobile,4G
IND-2000438,11-07-2023,2023,Q3,Surat,Tier-2,Gujarat,Electronics,JioMart,BNPL,259.98,21708,28,2.6,FALSE,Desktop,5G
IND-2000439,11-02-2022,2022,Q1,Chennai,Tier-1,Tamil Nadu,Toys & Games,BigBasket,Wallet,37.86,3161,18,2.6,FALSE,Mobile,WiFi
IND-2000440,12-01-2019,2019,Q1,Bengaluru,Tier-1,Karnataka,Sports & Outdoors,Tata Cliq,Cash on Delivery,42.59,3556,18,3.1,TRUE,Mobile,5G
IND-2000441,02-01-2024,2024,Q1,Hyderabad,Tier-1,Telangana,Toys & Games,Ajio,BNPL,98.41,8217,5,4.9,FALSE,Mobile,5G
IND-2000442,14-10-2015,2015,Q4,Ahmedabad,Tier-2,Gujarat,Grocery & Food,JioMart,Cash on Delivery,26.48,2211,5,4.4,FALSE,Mobile,WiFi
IND-2000443,18-01-2022,2022,Q1,Hyderabad,Tier-1,Telangana,Toys & Games,Meesho,Debit Card,51.11,4268,5,2.7,FALSE,Desktop,Broadband
IND-2000444,24-06-2024,2024,Q2,Hyderabad,Tier-1,Telangana,Toys & Games,Snapdeal,Debit Card,52.74,4404,12,4.3,FALSE,Mobile,3G
IND-2000445,28-12-2017,2017,Q4,Mumbai,Tier-1,Maharashtra,Sports & Outdoors,Myntra,UPI,98.45,8221,18,4.2,FALSE,Mobile,4G
IND-2000446,11-08-2023,2023,Q3,Jaipur,Tier-2,Rajasthan,Toys & Games,Tata Cliq,Cash on Delivery,69.65,5816,5,3.7,FALSE,Mobile,4G
IND-2000447,05-02-2024,2024,Q1,Chennai,Tier-1,Tamil Nadu,Health & Beauty,Flipkart,Credit Card,103.36,8631,28,3.6,FALSE,Desktop,3G
IND-2000448,17-09-2017,2017,Q3,Pune,Tier-1,Maharashtra,Jewellery & Watches,Tata Cliq,Net Banking,315.06,26308,18,5,FALSE,Mobile,5G
IND-2000449,14-07-2017,2017,Q3,Lucknow,Tier-2,Uttar Pradesh,Electronics,BigBasket,UPI,284.95,23793,18,4.8,FALSE,Mobile,WiFi
IND-2000450,08-10-2020,2020,Q4,Hyderabad,Tier-1,Telangana,Electronics,Flipkart,UPI,493.99,41248,18,4,FALSE,Desktop,WiFi
IND-2000451,07-05-2015,2015,Q2,Kolkata,Tier-1,West Bengal,Electronics,JioMart,Credit Card,153.84,12846,18,4.4,TRUE,Mobile,Broadband
IND-2000452,22-09-2024,2024,Q3,Ahmedabad,Tier-2,Gujarat,Grocery & Food,Flipkart,Net Banking,58.43,4879,12,3.4,FALSE,Mobile,3G
IND-2000453,25-01-2016,2016,Q1,Delhi,Tier-1,Delhi,Fashion & Apparel,Ajio,UPI,49,4092,5,2.8,FALSE,Desktop,4G
IND-2000454,25-07-2015,2015,Q3,Lucknow,Tier-2,Uttar Pradesh,Toys & Games,Amazon India,Cash on Delivery,42.77,3571,12,3.1,FALSE,Mobile,4G
IND-2000455,30-01-2023,2023,Q1,Kolkata,Tier-1,West Bengal,Sports & Outdoors,Tata Cliq,BNPL,88.67,7404,28,4.4,FALSE,Desktop,4G
IND-2000456,09-09-2015,2015,Q3,Surat,Tier-2,Gujarat,Fashion & Apparel,Tata Cliq,Net Banking,116.94,9764,18,3.6,FALSE,Desktop,WiFi
IND-2000457,09-12-2018,2018,Q4,Chandigarh,Tier-2,Punjab,Books & Media,Flipkart,Credit Card,44.09,3682,5,3.9,FALSE,Mobile,WiFi
IND-2000458,06-09-2021,2021,Q3,Chennai,Tier-1,Tamil Nadu,Fashion & Apparel,Myntra,BNPL,107.2,8951,5,4.4,FALSE,Desktop,WiFi
IND-2000459,09-01-2017,2017,Q1,Ahmedabad,Tier-2,Gujarat,Health & Beauty,Myntra,UPI,38.98,3255,18,4.2,TRUE,Mobile,WiFi
IND-2000460,01-01-2020,2020,Q1,Ahmedabad,Tier-2,Gujarat,Books & Media,BigBasket,UPI,21.74,1815,28,3.7,FALSE,Mobile,WiFi
IND-2000461,05-10-2018,2018,Q4,Pune,Tier-1,Maharashtra,Jewellery & Watches,Myntra,UPI,376.68,31453,18,2.7,FALSE,Mobile,WiFi
IND-2000462,15-08-2016,2016,Q3,Delhi,Tier-1,Delhi,Sports & Outdoors,Flipkart,Net Banking,76.05,6350,12,3.7,FALSE,Desktop,4G
IND-2000463,10-07-2019,2019,Q3,Surat,Tier-2,Gujarat,Health & Beauty,Amazon India,Debit Card,34.37,2870,18,3.6,FALSE,Desktop,5G
IND-2000464,09-06-2024,2024,Q2,Ahmedabad,Tier-2,Gujarat,Electronics,Tata Cliq,BNPL,297.44,24836,5,3.7,FALSE,Desktop,WiFi
IND-2000465,05-04-2020,2020,Q2,Chennai,Tier-1,Tamil Nadu,Home & Furniture,JioMart,UPI,271.99,22711,12,2.6,FALSE,Mobile,3G
IND-2000466,30-03-2022,2022,Q1,Ahmedabad,Tier-2,Gujarat,Health & Beauty,Ajio,Debit Card,70.21,5863,12,4.1,FALSE,Desktop,4G
IND-2000467,26-06-2019,2019,Q2,Chennai,Tier-1,Tamil Nadu,Health & Beauty,Nykaa,UPI,110.36,9215,5,3.1,FALSE,Mobile,5G
IND-2000468,23-02-2015,2015,Q1,Surat,Tier-2,Gujarat,Books & Media,Tata Cliq,UPI,19.78,1652,18,4.1,FALSE,Desktop,WiFi
IND-2000469,01-08-2015,2015,Q3,Chennai,Tier-1,Tamil Nadu,Jewellery & Watches,Ajio,Net Banking,129.97,10852,5,4.3,FALSE,Tablet,5G
IND-2000470,07-09-2020,2020,Q3,Chennai,Tier-1,Tamil Nadu,Home & Furniture,BigBasket,Debit Card,182.54,15242,18,4.8,TRUE,Mobile,4G
IND-2000471,03-01-2020,2020,Q1,Chennai,Tier-1,Tamil Nadu,Books & Media,Tata Cliq,UPI,39.97,3337,18,4.1,FALSE,Mobile,4G
IND-2000472,14-02-2016,2016,Q1,Kolkata,Tier-1,West Bengal,Automotive,BigBasket,UPI,248.17,20722,18,3.7,FALSE,Mobile,5G
IND-2000473,28-07-2018,2018,Q3,Lucknow,Tier-2,Uttar Pradesh,Home & Furniture,Meesho,Cash on Delivery,138.31,11549,18,2.9,FALSE,Mobile,WiFi
IND-2000474,03-03-2018,2018,Q1,Lucknow,Tier-2,Uttar Pradesh,Toys & Games,Snapdeal,UPI,45.37,3788,5,4.7,FALSE,Mobile,4G
IND-2000475,18-11-2019,2019,Q4,Pune,Tier-1,Maharashtra,Toys & Games,Amazon India,UPI,40.12,3350,18,3.6,FALSE,Desktop,4G
IND-2000476,28-08-2015,2015,Q3,Lucknow,Tier-2,Uttar Pradesh,Grocery & Food,Tata Cliq,Wallet,27.9,2330,12,4.9,FALSE,Mobile,4G
IND-2000477,06-05-2018,2018,Q2,Pune,Tier-1,Maharashtra,Jewellery & Watches,Ajio,UPI,333.38,27837,18,2.7,TRUE,Mobile,WiFi
IND-2000478,26-03-2021,2021,Q1,Lucknow,Tier-2,Uttar Pradesh,Fashion & Apparel,Myntra,UPI,97.92,8176,18,3.8,FALSE,Mobile,WiFi
IND-2000479,18-03-2015,2015,Q1,Pune,Tier-1,Maharashtra,Jewellery & Watches,Ajio,BNPL,172.95,14441,18,4.8,FALSE,Mobile,Broadband
IND-2000480,15-06-2015,2015,Q2,Surat,Tier-2,Gujarat,Sports & Outdoors,Nykaa,UPI,83.83,7000,5,2.9,FALSE,Mobile,4G
IND-2000481,23-09-2018,2018,Q3,Pune,Tier-1,Maharashtra,Toys & Games,Amazon India,Debit Card,79.99,6679,18,3.3,FALSE,Desktop,WiFi
IND-2000482,26-03-2017,2017,Q1,Delhi,Tier-1,Delhi,Books & Media,Myntra,Wallet,32.9,2747,18,4.7,FALSE,Mobile,WiFi
IND-2000483,25-12-2023,2023,Q4,Surat,Tier-2,Gujarat,Jewellery & Watches,Ajio,BNPL,346.94,28969,12,3,FALSE,Mobile,3G
IND-2000484,01-10-2018,2018,Q4,Mumbai,Tier-1,Maharashtra,Jewellery & Watches,Amazon India,UPI,252.27,21065,12,3.4,FALSE,Mobile,4G
IND-2000485,24-03-2023,2023,Q1,Pune,Tier-1,Maharashtra,Automotive,Ajio,UPI,685.62,57249,18,2.8,FALSE,Mobile,WiFi
IND-2000486,04-03-2019,2019,Q1,Delhi,Tier-1,Delhi,Toys & Games,Tata Cliq,Debit Card,61.3,5119,5,4.3,TRUE,Desktop,WiFi
IND-2000487,23-07-2023,2023,Q3,Delhi,Tier-1,Delhi,Toys & Games,Amazon India,Cash on Delivery,48.24,4028,12,3,FALSE,Mobile,5G
IND-2000488,26-07-2017,2017,Q3,Surat,Tier-2,Gujarat,Automotive,Nykaa,UPI,363.68,30367,5,3.3,FALSE,Desktop,5G
IND-2000489,04-01-2020,2020,Q1,Ahmedabad,Tier-2,Gujarat,Health & Beauty,Snapdeal,Debit Card,48.74,4070,18,4.4,FALSE,Mobile,4G
IND-2000490,17-04-2022,2022,Q2,Mumbai,Tier-1,Maharashtra,Toys & Games,Tata Cliq,BNPL,81.16,6777,18,3.1,FALSE,Mobile,4G
IND-2000491,18-11-2021,2021,Q4,Surat,Tier-2,Gujarat,Jewellery & Watches,Myntra,Debit Card,621,51854,18,2.8,FALSE,Mobile,Broadband
IND-2000492,22-03-2015,2015,Q1,Pune,Tier-1,Maharashtra,Home & Furniture,Tata Cliq,Wallet,102.54,8562,18,4.7,FALSE,Mobile,WiFi
IND-2000493,12-06-2018,2018,Q2,Chandigarh,Tier-2,Punjab,Electronics,Snapdeal,Debit Card,148.88,12431,18,4.7,FALSE,Desktop,Broadband
IND-2000494,05-07-2024,2024,Q3,Surat,Tier-2,Gujarat,Electronics,Tata Cliq,Debit Card,454.42,37944,18,4.7,TRUE,Desktop,WiFi
IND-2000495,23-04-2021,2021,Q2,Lucknow,Tier-2,Uttar Pradesh,Health & Beauty,Amazon India,UPI,73.94,6174,28,5,FALSE,Mobile,4G
IND-2000496,07-08-2023,2023,Q3,Mumbai,Tier-1,Maharashtra,Books & Media,Nykaa,UPI,69.94,5840,18,4.4,FALSE,Mobile,4G
IND-2000497,07-01-2024,2024,Q1,Kolkata,Tier-1,West Bengal,Jewellery & Watches,JioMart,UPI,431.84,36059,12,2.5,FALSE,Desktop,4G
IND-2000498,26-03-2017,2017,Q1,Pune,Tier-1,Maharashtra,Grocery & Food,Amazon India,UPI,38.64,3226,18,2.5,FALSE,Mobile,5G
IND-2000499,03-03-2018,2018,Q1,Chennai,Tier-1,Tamil Nadu,Home & Furniture,Amazon India,UPI,152.81,12760,18,4,FALSE,Desktop,4G
IND-2000500,02-12-2022,2022,Q4,Jaipur,Tier-2,Rajasthan,Books & Media,Tata Cliq,Debit Card,18.86,1575,28,4.9,FALSE,Mobile,4G
IND-2000501,24-05-2022,2022,Q2,Hyderabad,Tier-1,Telangana,Grocery & Food,Flipkart,UPI,68.84,5748,18,3.8,FALSE,Desktop,WiFi
IND-2000502,18-06-2016,2016,Q2,Mumbai,Tier-1,Maharashtra,Fashion & Apparel,Snapdeal,UPI,59.43,4962,18,3.2,FALSE,Mobile,5G
IND-2000503,25-11-2017,2017,Q4,Bengaluru,Tier-1,Karnataka,Home & Furniture,Amazon India,Credit Card,166.52,13904,5,2.5,FALSE,Desktop,Broadband
IND-2000504,23-03-2017,2017,Q1,Hyderabad,Tier-1,Telangana,Electronics,Meesho,Debit Card,228.67,19094,12,4.6,FALSE,Desktop,4G
IND-2000505,24-04-2015,2015,Q2,Mumbai,Tier-1,Maharashtra,Jewellery & Watches,Tata Cliq,Cash on Delivery,233.98,19537,18,3.1,FALSE,Mobile,4G
IND-2000506,06-09-2023,2023,Q3,Ahmedabad,Tier-2,Gujarat,Books & Media,JioMart,Cash on Delivery,40.92,3417,18,3.4,TRUE,Desktop,4G
IND-2000507,07-04-2021,2021,Q2,Mumbai,Tier-1,Maharashtra,Books & Media,Snapdeal,UPI,60.12,5020,28,4.1,FALSE,Mobile,4G
IND-2000508,02-05-2024,2024,Q2,Mumbai,Tier-1,Maharashtra,Books & Media,Snapdeal,Net Banking,53.37,4456,18,2.7,FALSE,Mobile,4G
IND-2000509,28-07-2016,2016,Q3,Hyderabad,Tier-1,Telangana,Jewellery & Watches,Tata Cliq,Cash on Delivery,213.15,17798,18,2.5,FALSE,Mobile,WiFi
IND-2000510,07-05-2020,2020,Q2,Jaipur,Tier-2,Rajasthan,Home & Furniture,Amazon India,Debit Card,180.27,15053,18,2.9,FALSE,Mobile,4G
IND-2000511,24-12-2022,2022,Q4,Kolkata,Tier-1,West Bengal,Sports & Outdoors,Ajio,UPI,140.48,11730,12,4.2,FALSE,Desktop,4G
IND-2000512,19-11-2021,2021,Q4,Chennai,Tier-1,Tamil Nadu,Books & Media,Amazon India,Wallet,21.91,1829,18,4.1,FALSE,Mobile,4G
IND-2000513,19-04-2022,2022,Q2,Ahmedabad,Tier-2,Gujarat,Grocery & Food,Nykaa,Cash on Delivery,33.91,2831,18,3.4,FALSE,Mobile,4G
IND-2000514,31-08-2022,2022,Q3,Chennai,Tier-1,Tamil Nadu,Jewellery & Watches,Flipkart,UPI,409.67,34207,18,3.6,FALSE,Mobile,5G
IND-2000515,19-04-2019,2019,Q2,Bengaluru,Tier-1,Karnataka,Automotive,Flipkart,Debit Card,273.16,22809,18,4.3,FALSE,Mobile,4G
IND-2000516,29-09-2020,2020,Q3,Chennai,Tier-1,Tamil Nadu,Grocery & Food,Tata Cliq,Net Banking,60.2,5027,12,4.4,FALSE,Mobile,WiFi
IND-2000517,14-08-2016,2016,Q3,Mumbai,Tier-1,Maharashtra,Electronics,Nykaa,UPI,174.98,14611,28,4.6,FALSE,Desktop,4G
IND-2000518,28-04-2020,2020,Q2,Ahmedabad,Tier-2,Gujarat,Automotive,Nykaa,UPI,375.42,31348,18,3.3,FALSE,Mobile,WiFi
IND-2000519,19-05-2018,2018,Q2,Mumbai,Tier-1,Maharashtra,Home & Furniture,Meesho,Cash on Delivery,206.59,17250,5,4.5,FALSE,Mobile,4G
IND-2000520,03-07-2015,2015,Q3,Pune,Tier-1,Maharashtra,Electronics,Meesho,BNPL,89.49,7472,12,3.4,TRUE,Desktop,5G
IND-2000521,04-01-2023,2023,Q1,Ahmedabad,Tier-2,Gujarat,Toys & Games,Myntra,Debit Card,64.88,5417,18,3.4,FALSE,Desktop,4G
IND-2000522,09-05-2017,2017,Q2,Chandigarh,Tier-2,Punjab,Grocery & Food,Snapdeal,UPI,28.6,2388,18,3.4,FALSE,Mobile,4G
IND-2000523,04-12-2023,2023,Q4,Hyderabad,Tier-1,Telangana,Fashion & Apparel,BigBasket,Credit Card,76.25,6367,18,2.9,FALSE,Mobile,4G
IND-2000524,16-05-2020,2020,Q2,Chennai,Tier-1,Tamil Nadu,Home & Furniture,Flipkart,Credit Card,171.63,14331,12,4.6,FALSE,Desktop,4G
IND-2000525,23-06-2023,2023,Q2,Kolkata,Tier-1,West Bengal,Fashion & Apparel,Amazon India,UPI,63.27,5283,12,3.9,FALSE,Desktop,4G
IND-2000526,08-07-2021,2021,Q3,Delhi,Tier-1,Delhi,Automotive,Myntra,UPI,517.06,43175,18,3,FALSE,Mobile,5G
IND-2000527,24-06-2016,2016,Q2,Ahmedabad,Tier-2,Gujarat,Sports & Outdoors,Flipkart,Cash on Delivery,47.81,3992,18,4.9,TRUE,Mobile,Broadband
IND-2000528,05-03-2020,2020,Q1,Mumbai,Tier-1,Maharashtra,Books & Media,Snapdeal,BNPL,19.98,1668,12,3.1,FALSE,Mobile,4G
IND-2000529,25-07-2017,2017,Q3,Kolkata,Tier-1,West Bengal,Health & Beauty,Myntra,Cash on Delivery,66.28,5534,18,3.2,FALSE,Mobile,5G
IND-2000530,19-10-2024,2024,Q4,Pune,Tier-1,Maharashtra,Books & Media,Tata Cliq,UPI,39.25,3277,18,3,FALSE,Mobile,4G
IND-2000531,25-09-2016,2016,Q3,Surat,Tier-2,Gujarat,Jewellery & Watches,Nykaa,UPI,477.29,39854,5,4.4,FALSE,Mobile,4G
IND-2000532,15-01-2016,2016,Q1,Lucknow,Tier-2,Uttar Pradesh,Electronics,Myntra,UPI,241.61,20174,18,4.9,FALSE,Mobile,4G
IND-2000533,18-11-2018,2018,Q4,Bengaluru,Tier-1,Karnataka,Electronics,BigBasket,UPI,111.31,9294,18,2.6,FALSE,Mobile,WiFi
IND-2000534,06-08-2018,2018,Q3,Jaipur,Tier-2,Rajasthan,Home & Furniture,Snapdeal,Credit Card,242.69,20265,18,2.7,FALSE,Desktop,WiFi
IND-2000535,09-03-2017,2017,Q1,Surat,Tier-2,Gujarat,Grocery & Food,Myntra,Debit Card,68.56,5725,18,3,FALSE,Mobile,4G
IND-2000536,12-03-2017,2017,Q1,Chennai,Tier-1,Tamil Nadu,Home & Furniture,Meesho,UPI,212.23,17721,18,2.7,FALSE,Mobile,5G
IND-2000537,21-07-2015,2015,Q3,Chandigarh,Tier-2,Punjab,Health & Beauty,Flipkart,Debit Card,36.45,3044,18,3.4,FALSE,Mobile,5G
IND-2000538,18-09-2019,2019,Q3,Hyderabad,Tier-1,Telangana,Sports & Outdoors,Myntra,Net Banking,79.72,6657,28,4,TRUE,Mobile,WiFi
IND-2000539,19-05-2017,2017,Q2,Kolkata,Tier-1,West Bengal,Home & Furniture,Amazon India,Wallet,216.59,18085,18,2.9,FALSE,Mobile,WiFi
IND-2000540,28-10-2022,2022,Q4,Chandigarh,Tier-2,Punjab,Health & Beauty,BigBasket,Cash on Delivery,67.19,5610,5,3.1,FALSE,Desktop,5G
IND-2000541,26-06-2023,2023,Q2,Kolkata,Tier-1,West Bengal,Sports & Outdoors,Flipkart,Debit Card,128.91,10764,18,3,FALSE,Mobile,WiFi
IND-2000542,18-11-2019,2019,Q4,Bengaluru,Tier-1,Karnataka,Sports & Outdoors,Ajio,Credit Card,68.17,5692,18,3.9,FALSE,Desktop,WiFi
IND-2000543,25-08-2023,2023,Q3,Mumbai,Tier-1,Maharashtra,Automotive,Ajio,UPI,346.27,28914,18,3.2,FALSE,Desktop,3G
IND-2000544,10-01-2023,2023,Q1,Hyderabad,Tier-1,Telangana,Home & Furniture,Ajio,Credit Card,254.09,21217,28,3.8,TRUE,Desktop,5G
IND-2000545,10-03-2024,2024,Q1,Jaipur,Tier-2,Rajasthan,Jewellery & Watches,Myntra,Credit Card,336.51,28099,18,3.9,TRUE,Mobile,4G
IND-2000546,17-03-2017,2017,Q1,Ahmedabad,Tier-2,Gujarat,Toys & Games,Myntra,UPI,39.06,3262,18,4,TRUE,Mobile,4G
IND-2000547,14-01-2018,2018,Q1,Ahmedabad,Tier-2,Gujarat,Jewellery & Watches,Myntra,Credit Card,362.52,30270,18,3.5,FALSE,Mobile,4G
IND-2000548,17-11-2016,2016,Q4,Chennai,Tier-1,Tamil Nadu,Automotive,BigBasket,UPI,420.36,35100,18,3,FALSE,Mobile,4G
IND-2000549,08-02-2018,2018,Q1,Delhi,Tier-1,Delhi,Jewellery & Watches,Tata Cliq,UPI,233.07,19461,28,2.6,FALSE,Mobile,4G
IND-2000550,02-05-2017,2017,Q2,Surat,Tier-2,Gujarat,Toys & Games,Myntra,Net Banking,39.7,3315,28,4.1,TRUE,Tablet,WiFi
IND-2000551,20-11-2019,2019,Q4,Ahmedabad,Tier-2,Gujarat,Sports & Outdoors,Nykaa,UPI,126,10521,18,4.5,FALSE,Mobile,4G
IND-2000552,14-11-2018,2018,Q4,Hyderabad,Tier-1,Telangana,Jewellery & Watches,Nykaa,Cash on Delivery,145.77,12172,5,3.1,FALSE,Mobile,5G
IND-2000553,23-08-2016,2016,Q3,Hyderabad,Tier-1,Telangana,Sports & Outdoors,BigBasket,Debit Card,52.38,4374,18,5,FALSE,Mobile,5G
IND-2000554,03-04-2020,2020,Q2,Hyderabad,Tier-1,Telangana,Books & Media,Myntra,Credit Card,82.92,6924,18,3.1,TRUE,Mobile,WiFi
IND-2000555,10-09-2019,2019,Q3,Delhi,Tier-1,Delhi,Automotive,Flipkart,UPI,732.97,61203,28,3.7,FALSE,Desktop,4G
IND-2000556,18-11-2015,2015,Q4,Bengaluru,Tier-1,Karnataka,Grocery & Food,Nykaa,UPI,20.78,1735,12,4.2,TRUE,Mobile,WiFi
IND-2000557,02-09-2015,2015,Q3,Mumbai,Tier-1,Maharashtra,Home & Furniture,Tata Cliq,Credit Card,83.29,6955,28,2.8,FALSE,Mobile,5G
IND-2000558,08-05-2019,2019,Q2,Bengaluru,Tier-1,Karnataka,Toys & Games,Snapdeal,Wallet,37.04,3093,18,2.9,FALSE,Mobile,Broadband
IND-2000559,27-12-2024,2024,Q4,Delhi,Tier-1,Delhi,Toys & Games,Snapdeal,Wallet,60.24,5030,18,4.6,FALSE,Mobile,5G
IND-2000560,31-01-2020,2020,Q1,Ahmedabad,Tier-2,Gujarat,Health & Beauty,Amazon India,Cash on Delivery,75.41,6297,18,4.9,FALSE,Mobile,3G
IND-2000561,12-12-2015,2015,Q4,Chandigarh,Tier-2,Punjab,Grocery & Food,Myntra,Credit Card,13.79,1151,28,2.5,FALSE,Mobile,4G
IND-2000562,27-04-2019,2019,Q2,Chandigarh,Tier-2,Punjab,Grocery & Food,Amazon India,Debit Card,28.91,2414,12,3,TRUE,Desktop,WiFi
IND-2000563,06-08-2019,2019,Q3,Mumbai,Tier-1,Maharashtra,Fashion & Apparel,Myntra,UPI,62.8,5244,28,4.8,FALSE,Mobile,4G
IND-2000564,09-04-2023,2023,Q2,Jaipur,Tier-2,Rajasthan,Books & Media,JioMart,BNPL,37.33,3117,18,3.4,FALSE,Mobile,5G
IND-2000565,16-09-2016,2016,Q3,Chennai,Tier-1,Tamil Nadu,Fashion & Apparel,Amazon India,Debit Card,28.08,2345,12,3.7,FALSE,Mobile,4G
IND-2000566,13-12-2021,2021,Q4,Mumbai,Tier-1,Maharashtra,Grocery & Food,Snapdeal,UPI,36.73,3067,18,4,FALSE,Mobile,WiFi
IND-2000567,09-05-2015,2015,Q2,Delhi,Tier-1,Delhi,Sports & Outdoors,Tata Cliq,UPI,82.33,6875,28,3.1,FALSE,Mobile,4G
IND-2000568,28-05-2015,2015,Q2,Lucknow,Tier-2,Uttar Pradesh,Automotive,Tata Cliq,UPI,279.08,23303,18,3.8,FALSE,Desktop,5G
IND-2000569,06-08-2017,2017,Q3,Ahmedabad,Tier-2,Gujarat,Sports & Outdoors,BigBasket,Credit Card,107.65,8989,18,3.1,FALSE,Mobile,WiFi
IND-2000570,14-11-2018,2018,Q4,Lucknow,Tier-2,Uttar Pradesh,Jewellery & Watches,Nykaa,UPI,397.64,33203,18,3.9,FALSE,Mobile,4G
IND-2000571,27-06-2019,2019,Q2,Lucknow,Tier-2,Uttar Pradesh,Fashion & Apparel,Meesho,UPI,99.07,8272,5,4.7,FALSE,Mobile,WiFi
IND-2000572,15-06-2019,2019,Q2,Surat,Tier-2,Gujarat,Toys & Games,Amazon India,UPI,60.22,5028,18,3.9,FALSE,Mobile,4G
IND-2000573,18-12-2019,2019,Q4,Kolkata,Tier-1,West Bengal,Home & Furniture,Snapdeal,UPI,170.82,14263,18,3.5,FALSE,Mobile,4G
IND-2000574,19-01-2015,2015,Q1,Kolkata,Tier-1,West Bengal,Jewellery & Watches,Ajio,Debit Card,133.21,11123,28,2.9,FALSE,Mobile,4G
IND-2000575,21-07-2019,2019,Q3,Chennai,Tier-1,Tamil Nadu,Sports & Outdoors,JioMart,Debit Card,94.88,7922,18,2.5,FALSE,Desktop,5G
IND-2000576,25-08-2015,2015,Q3,Mumbai,Tier-1,Maharashtra,Home & Furniture,Amazon India,Debit Card,65.18,5443,28,3.2,FALSE,Desktop,WiFi
IND-2000577,14-02-2018,2018,Q1,Pune,Tier-1,Maharashtra,Grocery & Food,Flipkart,UPI,37.15,3102,18,4.7,FALSE,Tablet,5G
IND-2000578,04-12-2019,2019,Q4,Delhi,Tier-1,Delhi,Fashion & Apparel,BigBasket,BNPL,50.5,4217,18,3,TRUE,Mobile,Broadband
IND-2000579,24-02-2016,2016,Q1,Chandigarh,Tier-2,Punjab,Electronics,Myntra,BNPL,101.89,8508,18,4.3,FALSE,Mobile,WiFi
IND-2000580,24-11-2023,2023,Q4,Chennai,Tier-1,Tamil Nadu,Fashion & Apparel,Snapdeal,Credit Card,82.06,6852,28,3.2,FALSE,Mobile,3G
IND-2000581,21-02-2018,2018,Q1,Hyderabad,Tier-1,Telangana,Health & Beauty,Flipkart,BNPL,37.34,3118,12,4.5,TRUE,Mobile,4G
IND-2000582,10-11-2016,2016,Q4,Mumbai,Tier-1,Maharashtra,Toys & Games,Meesho,UPI,43.03,3593,18,3,TRUE,Mobile,4G
IND-2000583,08-11-2022,2022,Q4,Ahmedabad,Tier-2,Gujarat,Toys & Games,Tata Cliq,Credit Card,67.14,5606,12,2.7,FALSE,Mobile,4G
